dataset,workload,trace_tag,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
xsbench,xsbench_XL100hash,xs.XL100hash-28B,0.51571800000000001,0.51745600000000003,1.0033700588306012,0.51498699999999997,0.99858255868517287,0.51728200000000002,1.0030326651386998
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-185B,0.154889,0.199602,1.288677698222598,0.154894,1.0000322811820077,0.19972000000000001,1.2894395341179814
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-296B,0.15476699999999999,0.200048,1.2925752905981251,0.154776,1.0000581519316134,0.199873,1.2914445585945324
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-577B,0.15509100000000001,0.20011499999999999,1.2903069810627308,0.15503500000000001,0.99963892166534485,0.200294,1.2914611421681463
xsbench,xsbench_XL100nuclide,xs.XL100nuclide-829B,0.15504399999999999,0.200096,1.2905755785454451,0.15504799999999999,1.0000257991279895,0.20014599999999999,1.2908980676453137
xsbench,xsbench_XL100unionized,xs.XL100unionized-28B,0.51622000000000001,0.51706200000000002,1.0016310875208245,0.51575300000000002,0.99909534694510094,0.51752500000000001,1.0025279919414203
xsbench,xsbench_XL64hash,xs.XL64hash-126B,0.21796299999999999,0.33843299999999998,1.5527084872203081,0.218085,1.000559728027234,0.33838600000000002,1.5524928542917837
xsbench,xsbench_XL64hash,xs.XL64hash-49B,0.414211,0.41637299999999999,1.0052195620106661,0.41407500000000003,0.99967166492439852,0.416543,1.0056299808551681
xsbench,xsbench_XL64nuclide,xs.XL64nuclide-355B,0.15510699999999999,0.19994300000000001,1.2890649680543109,0.15503500000000001,0.99953580431573053,0.19992599999999999,1.2889553662955251
xsbench,xsbench_XL64unionized,xs.XL64unionized-28B,0.51587499999999997,0.51708900000000002,1.0023532832566029,0.515926,1.0000988611582264,0.51771299999999998,1.0035628786043131
xsbench,xsbench_XXL100hash,xs.XXL100hash-552B,0.19691800000000001,0.31078499999999998,1.5782457672736874,0.19690299999999999,0.99992382616114317,0.31074800000000002,1.5780578718045075
xsbench,xsbench_XXL100hash,xs.XXL100hash-563B,0.19731299999999999,0.310923,1.5757856806191179,0.19731599999999999,1.0000152042693589,0.31100299999999997,1.5761911278020202
xsbench,xsbench_XXL100hash,xs.XXL100hash-94B,0.504633,0.50645200000000001,1.0036045997784528,0.50446000000000002,0.99965717660160958,0.50725600000000004,1.0051978368438055
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-165B,0.14493400000000001,0.19501199999999999,1.34552278968358,0.14494299999999999,1.0000620972304635,0.19515399999999999,1.3465025459864488
xsbench,xsbench_XXL100nuclide,xs.XXL100nuclide-30B,0.54335599999999995,0.54507099999999997,1.0031563100435075,0.54309399999999997,0.99951781152688113,0.54542400000000002,1.0038059761924043
