dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,stlb_demand_access,stlb_demand_hit,stlb_demand_miss,stlb_demand_mpki,stlb_demand_miss_rate,stlb_raw_demand_miss,stlb_raw_demand_mpki,cp_pb_demand_hit,cp_pb_demand_hit_mpki,stlb_pb_demand_miss,stlb_pb_demand_mpki,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec06,437.leslie3d,437.leslie3d-232B,437.leslie3d-232B.champsimtrace.xz,100000001,35794905,2.7936899999999998,22067,8072,13995,0.13994999999999999,0.63420500000000002,22067,8072,13995,0.13994999999999999,0.63420500000000002,922,0.0092200000000000008,665,0.0066499999999999997,257,0.0025699999999999998,922,0.041781800000000001,7,0.00031721599999999999,13066,0.59210600000000002,0,0,0,0
spec06,437.leslie3d,437.leslie3d-265B,437.leslie3d-265B.champsimtrace.xz,100000005,36215637,2.7612399999999999,24050,14116,9934,0.099339999999999998,0.41305599999999998,24050,14116,9934,0.099339999999999998,0.41305599999999998,3080,0.030800000000000001,2479,0.02479,601,0.0060099999999999997,3080,0.12806699999999999,7,0.00029105999999999999,6847,0.28469899999999998,0,0,0,0
spec06,437.leslie3d,437.leslie3d-271B,437.leslie3d-271B.champsimtrace.xz,100000003,37833275,2.6431800000000001,18820,4543,14277,0.14277000000000001,0.75860799999999995,18820,4543,14277,0.14277000000000001,0.75860799999999995,1475,0.014749999999999999,1212,0.012120000000000001,263,0.00263,1475,0.078374100000000002,2,0.00010627,12800,0.68012799999999995,0,0,0,0
spec06,437.leslie3d,437.leslie3d-273B,437.leslie3d-273B.champsimtrace.xz,100000000,37773935,2.6473300000000002,14698,1506,13192,0.13192000000000001,0.89753700000000003,14698,1506,13192,0.13192000000000001,0.89753700000000003,476,0.0047600000000000003,207,0.0020699999999999998,269,0.0026900000000000001,476,0.032385400000000002,2,0.00013607300000000001,12714,0.86501600000000001,0,0,0,0
spec06,445.gobmk,445.gobmk-30B,445.gobmk-30B.champsimtrace.xz,100000005,78405366,1.27542,41354,31876,9478,0.094780000000000003,0.22919200000000001,41354,31876,9478,0.094780000000000003,0.22919200000000001,8828,0.088279999999999997,104,0.0010399999999999999,8724,0.087239999999999998,8828,0.213474,79,0.00191034,571,0.0138076,0,0,0,0
spec06,450.soplex,450.soplex-247B,450.soplex-247B.champsimtrace.xz,100000000,164108768,0.609352,805203,694532,110671,1.1067100000000001,0.13744500000000001,805203,694532,110671,1.1067100000000001,0.13744500000000001,74592,0.74592000000000003,10361,0.10360999999999999,64231,0.64231000000000005,74592,0.092637499999999998,0,0,36079,0.044807300000000001,0,0,0,0
spec06,450.soplex,450.soplex-92B,450.soplex-92B.champsimtrace.xz,100000005,158417147,0.63124499999999995,571118,480768,90350,0.90349999999999997,0.15819800000000001,571118,480768,90350,0.90349999999999997,0.15819800000000001,63440,0.63439999999999996,8827,0.088270000000000001,54613,0.54613,63440,0.11108,12,2.10114e-05,26898,0.047097100000000003,0,0,0,0
spec06,454.calculix,454.calculix-460B,454.calculix-460B.champsimtrace.xz,100000005,23772283,4.2065799999999998,59446,47440,12006,0.12006,0.20196500000000001,59446,47440,12006,0.12006,0.20196500000000001,326,0.0032599999999999999,121,0.0012099999999999999,205,0.0020500000000000002,326,0.0054839700000000003,34,0.00057194799999999997,11646,0.195909,0,0,0,0
spec06,459.GemsFDTD,459.GemsFDTD-1169B,459.GemsFDTD-1169B.champsimtrace.xz,100000002,85109262,1.17496,2390034,2042583,347451,3.47451,0.145375,2390034,2042583,347451,3.47451,0.145375,68377,0.68376999999999999,3339,0.033390000000000003,65038,0.65037999999999996,68377,0.028609200000000001,2,8.3680799999999998e-07,279072,0.11676499999999999,0,0,0,0
spec06,459.GemsFDTD,459.GemsFDTD-1211B,459.GemsFDTD-1211B.champsimtrace.xz,100000003,74166318,1.34832,887698,646874,240824,2.4082400000000002,0.27128999999999998,887698,646874,240824,2.4082400000000002,0.27128999999999998,20232,0.20232,19647,0.19647000000000001,585,0.0058500000000000002,20232,0.022791499999999999,0,0,220592,0.248499,0,0,0,0
